title,tags
Rounders,A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks. Drama Crime gambling law compulsive_gambling roulette gain Matt_Damon John_Turturro Gretchen_Mol Goran_Visnjic Edward_Norton John_Malkovich Famke_Janssen Martin_Landau Mal_Z._Lawrence Paul_Cicero Ray_Iannicelli Merwin_Goldsmith Sonny_Zito Josh_Mostel Lenny_Clarke Peter_Yoshida Jay_Boryea Lenny_Venito Richard_Mawe Michael_Lombardi Tom_Aldredge Tom_Aldredge E._Matthew_Yavne Erik_LaRay_Harvey Dominic_Marcus Brian_Anthony_Wilson George_Kmeck Joseph_Parisi Melina_Kanakaredes Kohl_Sudduth Charlie_Matthes Hank_Jacobs Chris_Messina Michael_Ryan_Segal Kerry_O'Malley Slava_Schoot Michael_Rispoli Michele_Zanes Allan_Havey Joey_Vega Neal_Hemphill Vernon_E._Jordan_Jr. Johnny_Chan Lisa_Gorlitsky John_Di_Benedetto Nicole_Brier Billy_Campbell Tony_Hoty Mario_Mendoza Joe_Zaloom Sal_Richards Josh_Pais John_Gallagher_Jr. Adam_LeFevre P.J._Brown David_Zayas Michael_Arkin Murphy_Guyer Alan_Davidson John_Dahl
Top Five,A comedian tries to make it as a serious actor when his reality-TV star fiancé talks him into broadcasting their wedding on her TV show. Drama Comedy comedian interview reporter movie_star fiancé_fiancée_relationship Chris_Rock Rosario_Dawson J.B._Smoove Gabrielle_Union Romany_Malco Hayley_Marie_Norman Anders_Holm Cedric_the_Entertainer Kevin_Hart Adam_Sandler Whoopi_Goldberg Jerry_Seinfeld Tracy_Morgan Sherri_Shepherd Leslie_Jones Ben_Vereen Tom_Papa Brian_Regan DMX Jay_Pharoah Taraji_P._Henson Gabourey_Sidibe Annaleigh_Ashford Greta_Lee Chris_Rock
Prophecy,"A Savage beast, grown to monstrous size and driven mad by toxic wastes that are poisoning the waters, spreads terror and death on a Maine countryside. Horror Science Fiction monster mutant toxic native_american environmental animal_horror Talia_Shire Robert_Foxworth Armand_Assante Richard_Dysart Victoria_Racimo George_Clutesi Tom_McFadden Tom_McFadden Burke_Byrnes Mia_Bendixsen Johnny_Timko Everett_Creach John_Frankenheimer"
Stir of Echoes,"After being hypnotized by his sister in law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her. Horror Mystery Thriller secret obsession paranoia grave haunted_house hypnosis tools clairvoyance murder suspense disappearance psychic cemetary ghost neighborhood repressed_memory hearing_voices Kevin_Bacon Kathryn_Erbe Illeana_Douglas Kevin_Dunn Conor_O'Farrell Lusia_Strus Zachary_David_Cope Stephen_Eugene_Walker Mary_Kay_Cook Larry_Neumann_Jr. Jennifer_Morrison Liza_Weil David_Koepp"
Philomena,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent. Drama mother washington_d.c. journalist adoption forgiveness son faith search church ireland based_on_true_events nuns Judi_Dench Steve_Coogan Sophie_Kennedy_Clark Mare_Winningham Barbara_Jefford Ruth_McCabe Peter_Hermann Sean_Mahon Anna_Maxwell_Martin Michelle_Fairley Wunmi_Mosaku Amy_McAllister Charlie_Murphy Cathy_Belton Kate_Fleetwood Charissa_Shearer Nika_McGuigan Rachel_Wilcock Rita_Hamill Tadhg_Bowen Saoirse_Bowen Harrison_D'Ampney D.J._McGrath Simone_Lahbib Sara_Stewart Gary_Lilburn Charles_Edwards Nicholas_Jones Paris_Arrowsmith Marie_Jones Frankie_McCafferty Vaughn_Johseph George_Fisher Jordan_King Amber_Batty Martin_Glyn_Murray Florence_Keith-Roach George_Michael_Rados Elliot_Levey Stephen_Frears"
The Upside of Anger,"After her husband runs off with his secretary, Terry Wolfmeyer is left to fend for herself -- and her four daughters. As she hits rock bottom, Terry finds a friend and drinking buddy in next-door neighbor Denny, a former baseball player. As the two grow closer, and her daughters increasingly rely on Denny, Terry starts to have reservations about where their relationship is headed. Comedy Drama sex lie college funeral friendship grief neighbor marijuana anger alcoholic drunk flashback dysfunctional Joan_Allen Kevin_Costner Erika_Christensen Keri_Russell Alicia_Witt Evan_Rachel_Wood Mike_Binder Dane_Christensen Tom_Harper Danny_Webb Magdalena_Manville Suzanne_Bertish Mike_Binder"
The Boys from Brazil,Nazi hunter Ezra Lieberman discovers a sinister and bizarre plot to rekindle the Third Reich. Horror Drama Thriller Science Fiction paraguay mengele nazi_hunter third_reich Gregory_Peck Laurence_Olivier James_Mason Lilli_Palmer Uta_Hagen Steve_Guttenberg Denholm_Elliott Rosemary_Harris John_Dehner John_Rubinstein Bruno_Ganz Anne_Meara Walter_Gotell Wolfgang_Preiss Michael_Gough Linda_Hayden Günter_Meisner Jeremy_Black Franklin_J._Schaffner
Aquamarine,"Two teenage girls discover that mermaids really do exist after a violent storm washes one ashore. The mermaid, a sassy creature named Aquamarine, is determined to prove to her father that real love exists, and enlists the girls' help in winning the heart of a handsome lifeguard. Fantasy Romance Family Comedy female_friendship mermaid teenager woman_director Emma_Roberts Joanna_'JoJo'_Levesque Sara_Paxton Jake_McDorman Arielle_Kebbel Claudia_Karvan Bruce_Spence Tammin_Sursok Roy_Billing Julia_Blake Shaun_Micallef Lulu_McClatchy Natasha_Cunningham Dichen_Lachman Lincoln_Lewis Matthew_Okine Joey_Massey Alice_Hunter Regis_Broadway Robbie_Parkin Aurea_Morrisey E.G._Daily Ozzie_Devrish Elizabeth_Allen_Rosenbaum"
Paper Towns,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew. Drama Mystery Romance friendship high_school teenager classmate based_on_young_adult_novel Nat_Wolff Cara_Delevingne Justice_Smith Austin_Abrams Halston_Sage Jaz_Sinclair Cara_Buono Stevie_Ray_Dallimore Meg_Crosbie Caitlin_Carver Griffin_Freeman RJ_Shearer Susan_Macke_Miller Tom_Hillmann Jim_R._Coleman Ansel_Elgort Drew_Matthews Lane_Lovegrove Hannah_Alligood Josiah_Cerio Kendall_McIntyre Jay_Duplass John_Green Emma_O'Loughlin Yossie_Mulyadi Jake_Schreier"
My Baby's Daddy,A trio of young men are forced to grow up quick when their girlfriends all become pregnant around the same time. Comedy birth expectant_mother fatherhood baby_born woman_director Eddie_Griffin Anthony_Anderson Michael_Imperioli Method_Man Paula_Jai_Parker Bai_Ling Cheryl_Dunye
Nebraska,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize. Drama Adventure montana small_town dementia aging road_trip f_word pickup_truck lincoln_nebraska nebraska sweepstakes confronting_the_past Bruce_Dern Will_Forte Bob_Odenkirk June_Squibb Stacy_Keach Missy_Doty Rance_Howard Kevin_Kunkel Angela_McEwan Devin_Ratray Mary_Louise_Wilson Franklin_Dennis_Jones Anthony_G._Schmidt Bob_Nelson Alexander_Payne"
Tales from the Crypt: Demon Knight,A man on the run is hunted by a demon known as the Collector. Horror Comedy Thriller prostitute key jesus_christ chosen_one god good_vs_evil blood demon crypt_keeper Billy_Zane William_Sadler Jada_Pinkett_Smith Brenda_Bakke CCH_Pounder John_Kassir Dick_Miller Thomas_Haden_Church John_Schuck Gary_Farmer Charles_Fleischer Tim_DeZarn Sherrie_Rose Ryan_O'Donohue Tony_Salome Chasey_Lain Traci_Bingham Peggy_Trentini Ernest_R._Dickerson
Max Keeble's Big Move,"Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all. Comedy Family Fantasy Science Fiction  Alex_D._Linz Zena_Grey Nora_Dunn Larry_Miller Josh_Peck Orlando_Brown Justin_Berfield Jonathan_Osser Cory_Hodges Kyle_Sullivan Shawn_Pyfrom Martin_Spanjers Bryan_Matsuura Andy_Morrow Adam_Lamberg Nick_Albert Zachary_Spound Romeo_Miller Maximilian_Kesmodel Christian_Boewe Marcus_Toji E.J._De_la_Pena Ashly_Holloway Brendan_Hill Alexandra_Kaplan Noel_Fisher Nicholas_King Tim_Hill"
Young Adult,"A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family. Comedy Drama jealousy dark_comedy writer divorce alcoholic arrested_development Charlize_Theron Patton_Oswalt Patrick_Wilson Elizabeth_Reaser Collette_Wolfe Jill_Eikenberry Richard_Bekins Brian_McElhaney Mary_Beth_Hurt Kate_Nowlin Jenny_Dare_Paulin Rebecca_Hart Louisa_Krause Elizabeth_Ward_Land Hettienne_Park J.K._Simmons Ella_Rae_Peck Emily_Meade Jason_Reitman"
Crank,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops. Action Thriller Crime poison helicopter assassin nudity hitman adrenalin fistfight swimming_pool revenge shootout motorcycle drug cell_phone car_chase though_guy pharmacy defibrillation hospital_gown emergency_room aftercreditsstinger sweatshop run epinephrine Jason_Statham Amy_Smart Jose_Pablo_Cantillo Efren_Ramirez Dwight_Yoakam Carlos_Sanz Reno_Wilson Edi_Gathegi Glenn_Howerton Jay_Xcala Keone_Young Valarie_Rae_Miller Yousuf_Azami Laurent_Schwaar David_Brown Dorian_Kingi Med_Abrous Daniel_Stevens Wally_Lozano Eve_Loseth David_T._Green Eve_Loseth Allen_Bloomfield Stephanie_Mace Chester_Bennington Michael_McLafferty Earl_Carroll Brian_Swibel Donnie_Smith Sean_Graham Dan_Callahan Noel_Gugliemi Daniel_Venegas Francis_Capra Frank_Blake Mike_G. Ken_Moreno Troy_Robinson Eddie_Perez Justin_Riemer Peter_Choi Elizabeth_Jayne_Hong Toshi_Toda Samuel_Witwer Jai_Stefan Jacki_R._Chan Rick_Shuster Ted_Garcia Brian_Taylor
Def Jam's How to Be a Player,"Dray is a young playboy whose only objective in life seems to be to have sex with as many girls as he can without getting caught by his girlfriend Lisa. Dray's sister Jenny and her friend Katrina plan to show him that the way he lives is wrong and organize a party in Malibu, inviting all of his girlfriends. Comedy Romance sex party friends player Bill_Bellamy Lark_Voorhies Bernie_Mac Elise_Neal Lionel_C._Martin"
Living Out Loud,"Dramatic comedy about two unlikely people who find each other while looking for love. Judith Nelson (Holly Hunter) is suddenly single after discovering her husband of fifteen years, a successful doctor (Martin Donovan), has been having an affair with a younger woman. Judith stews, plans, plots and fantasizes, but she can't decide what to do with her life until she goes out to a night club to see singer Liz Bailey (Queen Latifah), who is full of advice on life and love. While out on the town, Judith is suddenly kissed by a total stranger, which opens her eyes to new possibilities ... which is when she notices Pat (Danny De Vito), the elevator operator in her building. Comedy Drama Romance female_protagonist relationship divorce brooklyn_bridge Holly_Hunter Danny_DeVito Queen_Latifah Martin_Donovan Rachael_Leigh_Cook Richard_Schiff Elias_Koteas Suzanne_Shepherd Richard_LaGravenese"
Just Wright,A physical therapist falls for the basketball player she is helping recover from a career-threatening injury. Comedy Drama Romance woman_director Queen_Latifah Common Paula_Patton James_Pickens_Jr. Phylicia_Rashād Pam_Grier Laz_Alonso Mehcad_Brooks Michael_Landes Lindsay_Michelle_Nader Sanaa_Hamri
Rachel Getting Married,A young woman who has been in and out from rehab for the past 10 years returns home for the weekend for her sister's wedding. Drama sister independent_film maid_of_honor Anne_Hathaway Rosemarie_DeWitt Sebastian_Stan Roslyn_Ruff Bill_Irwin Anna_Deavere_Smith Debra_Winger Annaleigh_Ashford Mather_Zickel Tunde_Adebimpe Zafer_Tawil Tamyra_Gray Anisa_George Marin_Ireland Beau_Sia Victoria_Haynes Quincy_Tyler_Bernstine Darrell_Larson Michelle_Federer Matt_Stadelmann Paul_Sparks Jill_Dalton Big_Jim_Wheeler Tiffany_Little_Canfield DeQuina_Moore Andre_B._Blake Jerome_Le_Page Van_Hughes Robert_Merrill Roger_Corman David_Neumann Maria_Dizzia Joshua_Elrod Tymberly_Canale Joey_Perillo Jonathan_Demme
The Postman Always Rings Twice,This remake of the 1946 movie of the same name accounts an affair between a seedy drifter and a seductive wife of a roadside cafe owner. This begins a chain of events that culminates in murder. Based on a novel by James M. Cain. Romance Crime Drama sex adultery confession based_on_novel obsession nudity remake murder suspense conspiracy neo-noir Jack_Nicholson Jessica_Lange John_Colicos Michael_Lerner Anjelica_Huston John_P._Ryan William_Traylor Jon_Van_Ness Brian_Farrell Albert_Henderson Christopher_Lloyd Don_Calfa Louis_Turenne Thomas_Hill Sam_Edwards Joni_Palmer Lionel_Mark_Smith Virgil_Frye Brion_James Ron_Flagge Elsa_Raven James_O'Connell William_Newman Raleigh_Bond Glenn_Shadix Tani_Guthrie Carolyn_Coates Kopi_Sotiropulos Bob_Rafelson
Girl with a Pearl Earring,"This film, adapted from a work of fiction by author Tracy Chevalier, tells a story about the events surrounding the creation of the painting ""Girl With A Pearl Earring"" by 17th century Dutch master Johannes Vermeer. A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works. Drama Romance painter biography painting maid Scarlett_Johansson Colin_Firth Cillian_Murphy Tom_Wilkinson Judy_Parfitt Essie_Davis Joanna_Scanlan Gabrielle_Reidy Chris_McHallem Alakina_Mann Rollo_Weeks Anna_Popplewell Claire_Johnston Peter_Webber"
Das Boot,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits. Action Drama History War Adventure terror submarine based_on_novel atlantic_ocean gibraltar world_war_ii duty war_correspondent torpedo drinking sailor convoy u_boat destroyer depth_charge comrade german_submarine naval_battle periscope suicidal_mission Jürgen_Prochnow Herbert_Grönemeyer Klaus_Wennemann Hubertus_Bengsch Martin_Semmelrogge Bernd_Tauber Erwin_Leder Martin_May Heinz_Hoenig Uwe_Ochsenknecht Claude-Oliver_Rudolph Jan_Fedder Ralf_Richter Otto_Sander Sky_du_Mont Joachim_Bernhard Oliver_Stritzel Konrad_Becker Lutz_Schnell Rita_Cadillac Günter_Lamprecht Jean-Claude_Hoffmann Arno_Kral Helmut_Neumeier Wilhelm_Pietsch Dirk_Salomon Ulrich_Günther Maryline_Moulard Edwige_Pierre Wolfgang_Petersen"
Sorority Boys,"Three friends who head the Social Committee in a frat house, called KOK (Kappa Omicron Kappa), are charged with stealing money their fraternity has been saving for a cocktail cruise at the end of the semester, the one that guarantees them a spot at a very high paying company. Comedy sorority cross_dressing university t_shirt sorority_girl drag yearbook roofie sorority_house Barry_Watson Michael_Rosenbaum Harland_Williams Melissa_Sagemiller Tony_Denman Brad_Beyer Kathryn_Stockwood Heather_Matarazzo Lydia_Hull Wallace_Wolodarsky"
About Time,"The night after another unsatisfactory New Year party, Tim's father tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life – so he decides to make his world a better place... by getting a girlfriend. Sadly, that turns out not to be as easy as he thinks. Comedy Drama Science Fiction london_england father_son_relationship time_travel Domhnall_Gleeson Rachel_McAdams Bill_Nighy Lydia_Wilson Lindsay_Duncan Richard_Cordery Joshua_McGuire Tom_Hollander Margot_Robbie Will_Merrick Vanessa_Kirby Tom_Hughes Clemmie_Dugdale Harry_Hadden-Paton Mitchell_Mullen Lisa_Eichhorn Jenny_Rainsford Natasha_Powell Catherine_Steadman Tom_Stourton Sophie_Brown Molly_Seymour Tom_Godwin Philip_Voss Matilda_Sturridge Matthew_C._Martino Lee_Asquith-Coe Haruka_Abe Richard_Curtis"
